prompt_id,image_name,model_name,gt_object,gt_distance_m,gt_direction,gt_scene,parse_success,found_predicted,found_score,predicted_distance_meters,predicted_direction_o_clock,score_object_location_desc,score_object_location_detailed,score_distance,score_direction,score_navigation,score_hand_guidance,score_fallback,total_score,max_score,percentage,parse_error
99,0099_0002407-000081615120.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,door,3.66,4 o'clock,kitchen,True,True,5,0.5,9,2,4,0,1,4,5,0,21,40,52.5%,
100,0100_000392_2014-06-08_23-08-21_260595134347_rgbf000102-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,RollingChair,1.78,4 o'clock,conference_room,True,True,5,0.5,9,2,3,0,1,3,4,4,22,40,55.0%,
101,0101_NYU1084.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,0.0,,bedroom,True,True,0,0.5,9,0,0,0,0,0,0,0,0,5,0.0%,
102,0102_0004273-000143213868.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,mug,0.0,,kitchen,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
103,0103_0000290-000125190002.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,mug,0.0,,living_room,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
104,0104_003415_2014-05-21_09-46-52_094959634447_rgbf003158-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,book,0.0,,classroom,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
105,0105_2014_10_24-20_22_25-1311000073.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,door,0.0,,rest_space,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
106,0106_img_0682.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,door,0.0,,living_room,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
107,0107_2014_10_23-15_27_40-1311000073.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,mug,0.0,,library,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
108,0108_003427_2014-05-21_10-35-52_094959634447_rgbf000100-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,0.0,,classroom,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
109,0109_0000329-000011294892.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,mug,0.0,,bathroom,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
110,0110_0001252-000085021004.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,lamp,0.0,,living_room,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
111,0111_001766_2014-06-26_19-57-00_260595134347_rgbf000037-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,mug,0.0,,furniture_store,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
112,0112_0003183-000106648030.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,chair,0.0,,corridor,True,True,0,2.0,8,0,0,0,0,0,0,0,0,5,0.0%,
113,0113_0000004-000000126337.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,book,0.0,,laundromat,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
114,0114_img_0298.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,lamp,0.0,,dining_room,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
115,0115_0001145-000038375820.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,door,0.0,,discussion_area,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
116,0116_001444_2014-06-19_16-59-25_260595134347_rgbf000054-resize.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,book,0.0,,computer_room,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
117,0117_2014_10_23-15_32_25-1311000073.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,mug,0.0,,library,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
118,0118_0000719-000024198552.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,mug,0.0,,discussion_area,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
119,0119_2014_12_18_15_54_17.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,mug,0.0,,classroom,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
120,0120_0007578-000253984248.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,lamp,0.0,,bedroom,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
121,0121_2014_12_18_14_26_54.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,book,0.0,,lecture_theatre,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
122,0122_0001765-000059142000.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,cabinet,0.0,,lab,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
123,0123_0001745-000058518936.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,cabinet,0.0,,bedroom,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
124,0124_2014_10_30-15_05_37-1311000073.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,lamp,0.0,,dining_area,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
125,0125_0004556-000152954061.jpg,./finetuned_models/LoRA-OpenSpaces_MC_R1-Qwen2.5-VL-7B-Instruct/epoch-1,book,0.0,,rest_space,True,False,5,,,0,0,0,0,0,0,0,5,5,100.0%,
